book_title,isbn,isbn13,asin,year_first_published,author,num_pages,genres,num_ratings,average_rating,rating_distribution
Enemy Mine,0595309763,9780595309764,0595309763,1979.0,Barry B. Longyear,96,"['Science Fiction', 'Fiction', 'Aliens', 'Speculative Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy']",1494,4.21,"{'5 Stars': 645, '4 Stars': 573, '3 Stars': 230, '2 Stars': 40, '1 Star': 6}"
Glitch,1250002990,9781250002990,1250002990,2012.0,Heather Anastasiu,308,"['Dystopia', 'Young Adult', 'Science Fiction', 'Romance', 'Fantasy', 'Paranormal', 'Fiction']",8305,3.73,"{'5 Stars': 2542, '4 Stars': 2546, '3 Stars': 2018, '2 Stars': 793, '1 Star': 406}"
Battle Circle,055299085,9780552990851,055299085X,1978.0,Piers Anthony,537,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Speculative Fiction', 'Dystopia']",1647,3.93,"{'5 Stars': 580, '4 Stars': 528, '3 Stars': 404, '2 Stars': 116, '1 Star': 19}"
Hellspark,isbn not found,isbn13 not found,B0DSZTS2T2,1988.0,Janet Kagan,311,"['Science Fiction', 'Fiction', 'Mystery', 'Linguistics', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction']",981,4.37,"{'5 Stars': 576, '4 Stars': 249, '3 Stars': 113, '2 Stars': 29, '1 Star': 14}"
Cell,1416524517,9781416524519,1416524517,2006.0,Stephen        King,449,"['Horror', 'Fiction', 'Zombies', 'Thriller', 'Science Fiction', 'Post Apocalyptic', 'Fantasy']",231928,3.66,"{'5 Stars': 59873, '4 Stars': 72250, '3 Stars': 67907, '2 Stars': 23880, '1 Star': 8018}"
Apocalypse Scenario #683: The Box,0316194964,9780316194969,0316194964,2011.0,Mira Grant,21,"['Horror', 'Short Stories', 'Science Fiction', 'Zombies', 'Fiction', 'Audiobook', 'Dystopia']",2617,3.87,"{'5 Stars': 752, '4 Stars': 958, '3 Stars': 732, '2 Stars': 152, '1 Star': 23}"
Anathema,isbn not found,isbn13 not found,B0DSZX9YVC,2011.0,Megg Jensen,206,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Magic', 'Fiction', 'Dystopia']",3526,3.61,"{'5 Stars': 838, '4 Stars': 1129, '3 Stars': 1041, '2 Stars': 385, '1 Star': 133}"
The Darkest Minds,1423157370,9781423157373,1423157370,2012.0,Alexandra Bracken,488,"['Young Adult', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Fiction', 'Paranormal']",202420,4.15,"{'5 Stars': 88856, '4 Stars': 70497, '3 Stars': 31653, '2 Stars': 8339, '1 Star': 3075}"
The Final Circle of Paradise,0879972645,9780879972646,0879972645,1965.0,Arkady Strugatsky,172,"['Science Fiction', 'Fiction', 'Russia', 'Dystopia', 'Audiobook', 'Russian Literature', 'Philosophy']",868,3.77,"{'5 Stars': 237, '4 Stars': 316, '3 Stars': 212, '2 Stars': 81, '1 Star': 22}"
Nightside the Long Sun,031285207,9780312852078,031285207X,1993.0,Gene Wolfe,333,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Novels', 'Religion', 'Speculative Fiction']",2375,4.08,"{'5 Stars': 894, '4 Stars': 926, '3 Stars': 444, '2 Stars': 82, '1 Star': 29}"
Children of Destruction,isbn not found,isbn13 not found,B0DLTBT9CP,2009.0,Al Philipson,303,"['Post Apocalyptic', 'Science Fiction']",29,3.93,"{'5 Stars': 11, '4 Stars': 8, '3 Stars': 7, '2 Stars': 3, '1 Star': 0}"
